,unit_sales
2013-07-25,13.0
2013-07-26,24.0
2013-07-27,25.0
2013-07-28,24.0
2013-07-29,15.0
2013-07-30,15.0
2013-07-31,22.0
2013-08-01,24.0
2013-08-02,25.0
2013-08-03,30.0
2013-08-04,35.0
2013-08-05,27.0
2013-08-06,21.0
2013-08-07,13.0
2013-08-08,19.0
2013-08-09,16.0
2013-08-10,33.0
2013-08-11,17.0
2013-08-12,20.0
2013-08-13,13.0
2013-08-14,10.0
2013-08-15,15.0
2013-08-16,10.0
2013-08-17,0.0
2013-08-18,0.0
2013-08-19,3.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,17.0
2013-08-23,24.0
2013-08-24,37.0
2013-08-25,18.0
2013-08-26,11.0
2013-08-27,16.0
2013-08-28,17.0
2013-08-29,7.0
2013-08-30,25.0
2013-08-31,44.0
2013-09-01,39.0
2013-09-02,51.0
2013-09-03,18.0
2013-09-04,19.0
2013-09-05,5.0
2013-09-06,9.0
2013-09-07,34.0
2013-09-08,38.0
2013-09-09,14.0
2013-09-10,18.0
2013-09-11,15.0
2013-09-12,6.0
2013-09-13,9.0
2013-09-14,29.0
2013-09-15,20.0
2013-09-16,23.0
2013-09-17,19.0
2013-09-18,25.0
2013-09-19,10.0
2013-09-20,17.0
2013-09-21,28.0
2013-09-22,28.0
2013-09-23,14.0
2013-09-24,17.0
2013-09-25,18.0
2013-09-26,9.0
2013-09-27,1.0
2013-09-28,0.0
2013-09-29,0.0
2013-09-30,0.0
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-05,0.0
2013-10-06,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-12,0.0
2013-10-13,0.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-16,0.0
2013-10-17,0.0
2013-10-18,0.0
2013-10-19,0.0
2013-10-20,0.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-26,0.0
2013-10-27,0.0
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,0.0
2013-10-31,0.0
2013-11-01,0.0
2013-11-02,0.0
2013-11-03,0.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-09,0.0
2013-11-10,0.0
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,0.0
2013-11-14,0.0
2013-11-15,0.0
2013-11-16,0.0
2013-11-17,0.0
2013-11-18,0.0
2013-11-19,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,8.0
2013-11-23,17.0
2013-11-24,22.0
2013-11-25,9.0
2013-11-26,12.0
2013-11-27,7.0
2013-11-28,9.0
2013-11-29,15.0
2013-11-30,22.0
2013-12-01,41.0
2013-12-02,21.0
2013-12-03,22.0
2013-12-04,17.0
2013-12-05,14.0
2013-12-06,23.0
2013-12-07,33.0
2013-12-08,43.0
2013-12-09,22.0
2013-12-10,16.0
2013-12-11,42.0
2013-12-12,24.0
2013-12-13,16.0
2013-12-14,23.0
2013-12-15,60.0
2013-12-16,9.0
